molecule,view,geometry_id,column_index,eigenvalue
LiH,Run1_exact,012,0,-2.668614127913215e-16
LiH,Run1_exact,012,1,8.346696005764528e-20
LiH,Run1_exact,012,2,1.2198391202582061e-16
LiH,Run1_exact,012,3,0.026715560346295814
LiH,Run1_exact,012,4,1.9999999999999996
LiH,Run1_exact,013,0,-1.3170645124576142e-16
LiH,Run1_exact,013,1,-1.9526616595107935e-19
LiH,Run1_exact,013,2,1.4085826261851727e-17
LiH,Run1_exact,013,3,0.02693088463412942
LiH,Run1_exact,013,4,1.9999999999999996
LiH,Run1_exact,014,0,-3.8208729559911974e-20
LiH,Run1_exact,014,1,3.9083156658104324e-17
LiH,Run1_exact,014,2,2.6891276330386263e-16
LiH,Run1_exact,014,3,0.02714686523154713
LiH,Run1_exact,014,4,2.0000000000000044
LiH,Run1_exact,015,0,-1.9238243176626315e-16
LiH,Run1_exact,015,1,-7.01184214236742e-17
LiH,Run1_exact,015,2,1.1716910570248177e-19
LiH,Run1_exact,015,3,0.02736260459998431
LiH,Run1_exact,015,4,2.0
LiH,Run1_exact,016,0,-1.1918805294757766e-16
LiH,Run1_exact,016,1,-2.383805270127174e-19
LiH,Run1_exact,016,2,2.3389053702843683e-17
LiH,Run1_exact,016,3,0.02757730521172516
LiH,Run1_exact,016,4,2.000000000000001
LiH,Run1_exact,017,0,-6.076002368727845e-17
LiH,Run1_exact,017,1,-1.3141282489478393e-19
LiH,Run1_exact,017,2,1.1569264521629248e-16
LiH,Run1_exact,017,3,0.02779026162224028
LiH,Run1_exact,017,4,1.9999999999999987
LiH,Run1_exact,018,0,-1.2913359725210986e-16
LiH,Run1_exact,018,1,1.3279732334535464e-19
LiH,Run1_exact,018,2,4.220448344782519e-17
LiH,Run1_exact,018,3,0.02800085294179469
LiH,Run1_exact,018,4,2.000000000000002
LiH,Run1_exact,019,0,-2.0417897087755632e-16
LiH,Run1_exact,019,1,1.0050903921304995e-19
LiH,Run1_exact,019,2,5.0156855313038056e-17
LiH,Run1_exact,019,3,0.028208535708450486
LiH,Run1_exact,019,4,1.9999999999999982
LiH,Run1_exact,020,0,-8.204271405945912e-20
LiH,Run1_exact,020,1,4.398622888095374e-17
LiH,Run1_exact,020,2,5.5416349148356675e-17
LiH,Run1_exact,020,3,0.028412837162376456
LiH,Run1_exact,020,4,2.000000000000002
LiH,Run1_exact,021,0,-8.748815428485975e-17
LiH,Run1_exact,021,1,-2.9922828335935e-20
LiH,Run1_exact,021,2,2.752398606827614e-16
LiH,Run1_exact,021,3,0.028613348919741585
LiH,Run1_exact,021,4,1.9999999999999973
LiH,Run1_exact,022,0,-1.3178686241126874e-19
LiH,Run1_exact,022,1,4.81230869883365e-17
LiH,Run1_exact,022,2,1.0069834749383374e-16
LiH,Run1_exact,022,3,0.028809721042660965
LiH,Run1_exact,022,4,2.000000000000001
LiH,Run1_exact,023,0,-2.8505446107540383e-16
LiH,Run1_exact,023,1,-7.32390215417974e-18
LiH,Run1_exact,023,2,-7.765511785521918e-21
LiH,Run1_exact,023,3,0.029001656499078887
LiH,Run1_exact,023,4,1.9999999999999996
LiH,Run1_exact,024,0,-1.7709665391875536e-16
LiH,Run1_exact,024,1,-2.0158555825645762e-17
LiH,Run1_exact,024,2,3.944974481040816e-20
LiH,Run1_exact,024,3,0.02918890600458753
LiH,Run1_exact,024,4,1.9999999999999967
LiH,Run1_exact,025,0,-1.5201294848072235e-16
LiH,Run1_exact,025,1,-5.868603317241786e-20
LiH,Run1_exact,025,2,5.738393214760649e-17
LiH,Run1_exact,025,3,0.029371263235943985
LiH,Run1_exact,025,4,1.9999999999999951
LiH,Run1_exact,026,0,-8.116850052746626e-17
LiH,Run1_exact,026,1,-1.1137865182264142e-19
LiH,Run1_exact,026,2,8.396313974899263e-17
LiH,Run1_exact,026,3,0.02954856040415436
LiH,Run1_exact,026,4,1.9999999999999991
LiH,Run1_exact,027,0,-3.689893041699178e-17
LiH,Run1_exact,027,1,5.1646962567302925e-20
LiH,Run1_exact,027,2,1.807537690934613e-16
LiH,Run1_exact,027,3,0.0297206641733487
LiH,Run1_exact,027,4,2.0000000000000036
LiH,Run1_exact,028,0,-6.833471527754314e-17
LiH,Run1_exact,028,1,8.875417747118552e-21
LiH,Run1_exact,028,2,3.5479171243983297e-17
LiH,Run1_exact,028,3,0.029887471910410395
LiH,Run1_exact,028,4,1.9999999999999996
LiH,Run1_exact,029,0,-6.274143399553091e-17
LiH,Run1_exact,029,1,6.023782919089302e-20
LiH,Run1_exact,029,2,1.3628785109308842e-17
LiH,Run1_exact,029,3,0.03004890824912891
LiH,Run1_exact,029,4,2.0000000000000036
LiH,Run1_exact,030,0,-1.8085790961116213e-16
LiH,Run1_exact,030,1,-1.9775703106513514e-17
LiH,Run1_exact,030,2,5.544288941313697e-20
LiH,Run1_exact,030,3,0.03020492195201857
LiH,Run1_exact,030,4,2.0000000000000004
BeH2,Run1_exact,001,0,-1.920140691115947e-16
BeH2,Run1_exact,001,1,4.9756502196130133e-17
BeH2,Run1_exact,001,2,3.4912066274649268e-16
BeH2,Run1_exact,001,3,0.00982694662093019
BeH2,Run1_exact,001,4,1.9999999999999971
BeH2,Run1_exact,001,5,1.9999999999999978
BeH2,Run1_exact,002,0,-6.21586884645846e-17
BeH2,Run1_exact,002,1,-2.741747136556183e-17
BeH2,Run1_exact,002,2,1.7959178447368112e-16
BeH2,Run1_exact,002,3,0.010204172049327206
BeH2,Run1_exact,002,4,1.9999999999999993
BeH2,Run1_exact,002,5,1.9999999999999996
BeH2,Run1_exact,003,0,-4.769551566610729e-17
BeH2,Run1_exact,003,1,1.0271747084083896e-16
BeH2,Run1_exact,003,2,2.7497709765313936e-16
BeH2,Run1_exact,003,3,0.010576546034458234
BeH2,Run1_exact,003,4,1.9999999999999991
BeH2,Run1_exact,003,5,2.0000000000000004
BeH2,Run1_exact,004,0,-2.4650980407945003e-16
BeH2,Run1_exact,004,1,-1.1254571046664962e-16
BeH2,Run1_exact,004,2,2.78030556019993e-17
BeH2,Run1_exact,004,3,0.010943722842010395
BeH2,Run1_exact,004,4,1.9999999999999971
BeH2,Run1_exact,004,5,2.000000000000005
BeH2,Run1_exact,005,0,-2.4504436619317888e-18
BeH2,Run1_exact,005,1,6.754253469877959e-17
BeH2,Run1_exact,005,2,8.15217563736958e-17
BeH2,Run1_exact,005,3,0.011305392528216496
BeH2,Run1_exact,005,4,1.9999999999999991
BeH2,Run1_exact,005,5,2.0000000000000044
BeH2,Run1_exact,006,0,-6.338786284396006e-17
BeH2,Run1_exact,006,1,5.4617018268748873e-17
BeH2,Run1_exact,006,2,1.285370947351721e-16
BeH2,Run1_exact,006,3,0.01166127903984937
BeH2,Run1_exact,006,4,1.9999999999999971
BeH2,Run1_exact,006,5,2.0000000000000013
BeH2,Run1_exact,007,0,-1.8020563813919505e-16
BeH2,Run1_exact,007,1,-1.0233959674327243e-16
BeH2,Run1_exact,007,2,9.107291143200558e-17
BeH2,Run1_exact,007,3,0.012011138357997015
BeH2,Run1_exact,007,4,1.999999999999996
BeH2,Run1_exact,007,5,1.999999999999997
BeH2,Run1_exact,008,0,7.21451334244309e-17
BeH2,Run1_exact,008,1,8.327099869507685e-17
BeH2,Run1_exact,008,2,3.495874405842454e-16
BeH2,Run1_exact,008,3,0.01235475668681274
BeH2,Run1_exact,008,4,2.0
BeH2,Run1_exact,008,5,2.0000000000000053
BeH2,Run1_exact,009,0,-1.388701031664505e-16
BeH2,Run1_exact,009,1,2.2744140236199772e-17
BeH2,Run1_exact,009,2,5.0581290661354836e-17
BeH2,Run1_exact,009,3,0.012691948688699162
BeH2,Run1_exact,009,4,1.9999999999999964
BeH2,Run1_exact,009,5,2.000000000000004
BeH2,Run1_exact,010,0,-9.51540440291116e-17
BeH2,Run1_exact,010,1,4.023316768774796e-17
BeH2,Run1_exact,010,2,1.4405446701212296e-16
BeH2,Run1_exact,010,3,0.013022555767470356
BeH2,Run1_exact,010,4,1.9999999999999982
BeH2,Run1_exact,010,5,2.000000000000002
BeH2,Run1_exact,011,0,-5.0256416667675534e-17
BeH2,Run1_exact,011,1,-4.433621351882183e-17
BeH2,Run1_exact,011,2,2.3472672600974646e-16
BeH2,Run1_exact,011,3,0.013346444401115765
BeH2,Run1_exact,011,4,1.9999999999999973
BeH2,Run1_exact,011,5,1.9999999999999993
BeH2,Run1_exact,012,0,1.055675479895567e-18
BeH2,Run1_exact,012,1,9.392006674038274e-17
BeH2,Run1_exact,012,2,1.0813826143954965e-16
BeH2,Run1_exact,012,3,0.013663504525782466
BeH2,Run1_exact,012,4,2.0000000000000004
BeH2,Run1_exact,012,5,2.0000000000000084
BeH2,Run1_exact,013,0,-3.1192841596141527e-16
BeH2,Run1_exact,013,1,2.8065080147121184e-18
BeH2,Run1_exact,013,2,1.7127615665550337e-16
BeH2,Run1_exact,013,3,0.013973647972432834
BeH2,Run1_exact,013,4,1.9999999999999962
BeH2,Run1_exact,013,5,1.9999999999999987
BeH2,Run1_exact,014,0,-2.79030813630364e-16
BeH2,Run1_exact,014,1,1.7360063823826917e-16
BeH2,Run1_exact,014,2,2.425847807692896e-16
BeH2,Run1_exact,014,3,0.014276806957559396
BeH2,Run1_exact,014,4,2.0000000000000004
BeH2,Run1_exact,014,5,2.0000000000000036
BeH2,Run1_exact,015,0,-4.282947129389009e-17
BeH2,Run1_exact,015,1,3.527895102076773e-17
BeH2,Run1_exact,015,2,1.542599557801414e-16
BeH2,Run1_exact,015,3,0.014572932629099021
BeH2,Run1_exact,015,4,1.9999999999999982
BeH2,Run1_exact,015,5,1.9999999999999998
BeH2,Run1_exact,016,0,-1.051389134863233e-16
BeH2,Run1_exact,016,1,4.148080680970943e-17
BeH2,Run1_exact,016,2,1.309416553146585e-16
BeH2,Run1_exact,016,3,0.014861993668514553
BeH2,Run1_exact,016,4,1.9999999999999987
BeH2,Run1_exact,016,5,2.0
BeH2,Run1_exact,017,0,-8.877059888427867e-17
BeH2,Run1_exact,017,1,-1.0763644352632812e-18
BeH2,Run1_exact,017,2,2.835844717027728e-16
BeH2,Run1_exact,017,3,0.015143974949763495
BeH2,Run1_exact,017,4,1.9999999999999978
BeH2,Run1_exact,017,5,2.000000000000001
BeH2,Run1_exact,018,0,-1.2350480645170015e-16
BeH2,Run1_exact,018,1,-8.774646071355858e-17
BeH2,Run1_exact,018,2,1.1042113524615746e-16
BeH2,Run1_exact,018,3,0.015418876255587577
BeH2,Run1_exact,018,4,1.9999999999999982
BeH2,Run1_exact,018,5,1.9999999999999991
BeH2,Run1_exact,019,0,-4.914418396073504e-17
BeH2,Run1_exact,019,1,9.068534990333661e-17
BeH2,Run1_exact,019,2,1.4795633671174677e-16
BeH2,Run1_exact,019,3,0.015686711051435778
BeH2,Run1_exact,019,4,1.9999999999999993
BeH2,Run1_exact,019,5,2.0
BeH2,Run1_exact,020,0,-1.090266313061624e-16
BeH2,Run1_exact,020,1,3.499763555566273e-17
BeH2,Run1_exact,020,2,4.209214814085682e-17
BeH2,Run1_exact,020,3,0.01594750531689245
BeH2,Run1_exact,020,4,2.0000000000000013
BeH2,Run1_exact,020,5,2.0000000000000018
BeH2,Run1_exact,021,0,-1.6241680183846516e-16
BeH2,Run1_exact,021,1,8.019233093543037e-18
BeH2,Run1_exact,021,2,2.1033623372917776e-16
BeH2,Run1_exact,021,3,0.01620129643445493
BeH2,Run1_exact,021,4,1.999999999999999
BeH2,Run1_exact,021,5,2.0
BeH2,Run1_exact,022,0,-2.0798094255390578e-16
BeH2,Run1_exact,022,1,-2.6871248765267697e-17
BeH2,Run1_exact,022,2,1.4364688807248922e-16
BeH2,Run1_exact,022,3,0.01644813213507601
BeH2,Run1_exact,022,4,1.9999999999999967
BeH2,Run1_exact,022,5,1.9999999999999998
BeH2,Run1_exact,023,0,-8.651171797303728e-17
BeH2,Run1_exact,023,1,-3.744102590332748e-17
BeH2,Run1_exact,023,2,1.6505582892725843e-16
BeH2,Run1_exact,023,3,0.01668806949987589
BeH2,Run1_exact,023,4,1.9999999999999953
BeH2,Run1_exact,023,5,1.9999999999999984
BeH2,Run1_exact,024,0,-1.1517451359376265e-16
BeH2,Run1_exact,024,1,9.847759853460233e-17
BeH2,Run1_exact,024,2,2.401384092630361e-16
BeH2,Run1_exact,024,3,0.016921174017009877
BeH2,Run1_exact,024,4,2.000000000000001
BeH2,Run1_exact,024,5,2.0000000000000044
BeH2,Run1_exact,025,0,-1.238392172970465e-16
BeH2,Run1_exact,025,1,-9.393309271206923e-17
BeH2,Run1_exact,025,2,3.3638937179837846e-18
BeH2,Run1_exact,025,3,0.017147518692627983
BeH2,Run1_exact,025,4,1.9999999999999993
BeH2,Run1_exact,025,5,2.000000000000002
BeH2,Run1_exact,026,0,-2.1531531946436625e-16
BeH2,Run1_exact,026,1,-3.82679054839752e-17
BeH2,Run1_exact,026,2,5.264826641783103e-18
BeH2,Run1_exact,026,3,0.01736718321484143
BeH2,Run1_exact,026,4,1.9999999999999991
BeH2,Run1_exact,026,5,2.0000000000000013
BeH2,Run1_exact,027,0,2.4174752712454692e-17
BeH2,Run1_exact,027,1,1.324526859984974e-16
BeH2,Run1_exact,027,2,1.769782647739078e-16
BeH2,Run1_exact,027,3,0.01758025316895373
BeH2,Run1_exact,027,4,2.0000000000000013
BeH2,Run1_exact,027,5,2.000000000000005
BeH2,Run1_exact,028,0,-1.8982196880022984e-17
BeH2,Run1_exact,028,1,2.7697947944814486e-17
BeH2,Run1_exact,028,2,8.868993095440648e-17
BeH2,Run1_exact,028,3,0.017786819302857193
BeH2,Run1_exact,028,4,1.9999999999999991
BeH2,Run1_exact,028,5,2.000000000000001
BeH2,Run1_exact,029,0,-2.9793560660226053e-16
BeH2,Run1_exact,029,1,1.036460059593611e-17
BeH2,Run1_exact,029,2,1.7501767269755427e-16
BeH2,Run1_exact,029,3,0.017986976840666413
BeH2,Run1_exact,029,4,1.9999999999999987
BeH2,Run1_exact,029,5,2.0000000000000013
BeH2,Run1_exact,030,0,-4.677789200441644e-17
BeH2,Run1_exact,030,1,-4.328501165703662e-17
BeH2,Run1_exact,030,2,2.885524159617291e-16
BeH2,Run1_exact,030,3,0.01818082484297734
BeH2,Run1_exact,030,4,1.9999999999999987
BeH2,Run1_exact,030,5,2.000000000000005
H2O,Run1_exact,001,0,-5.050395767924505e-31
H2O,Run1_exact,001,1,0.004017510702164939
H2O,Run1_exact,001,2,1.9999999999999953
H2O,Run1_exact,001,3,1.999999999999997
H2O,Run1_exact,001,4,2.0000000000000013
H2O,Run1_exact,001,5,2.000000000000003
H2O,Run1_exact,002,0,-6.857841327068138e-52
H2O,Run1_exact,002,1,0.004007930058450856
H2O,Run1_exact,002,2,1.9999999999999987
H2O,Run1_exact,002,3,1.9999999999999996
H2O,Run1_exact,002,4,2.0000000000000013
H2O,Run1_exact,002,5,2.0000000000000027
H2O,Run1_exact,003,0,-4.440892098500626e-16
H2O,Run1_exact,003,1,0.0039962772431309905
H2O,Run1_exact,003,2,1.9999999999999953
H2O,Run1_exact,003,3,1.999999999999999
H2O,Run1_exact,003,4,1.9999999999999998
H2O,Run1_exact,003,5,2.0000000000000013
H2O,Run1_exact,004,0,4.440892098500614e-16
H2O,Run1_exact,004,1,0.003982629784319958
H2O,Run1_exact,004,2,1.9999999999999942
H2O,Run1_exact,004,3,1.9999999999999971
H2O,Run1_exact,004,4,2.0000000000000004
H2O,Run1_exact,004,5,2.000000000000002
H2O,Run1_exact,005,0,-1.0039343179779868e-49
H2O,Run1_exact,005,1,0.003967064815973926
H2O,Run1_exact,005,2,1.999999999999999
H2O,Run1_exact,005,3,2.0
H2O,Run1_exact,005,4,2.000000000000002
H2O,Run1_exact,005,5,2.0000000000000067
H2O,Run1_exact,006,0,-1.889340864297311e-16
H2O,Run1_exact,006,1,0.003949658966969527
H2O,Run1_exact,006,2,1.999999999999996
H2O,Run1_exact,006,3,1.9999999999999978
H2O,Run1_exact,006,4,2.000000000000003
H2O,Run1_exact,006,5,2.0000000000000036
H2O,Run1_exact,007,0,-2.220446049250325e-16
H2O,Run1_exact,007,1,0.003930488256872033
H2O,Run1_exact,007,2,1.9999999999999947
H2O,Run1_exact,007,3,1.9999999999999956
H2O,Run1_exact,007,4,1.999999999999997
H2O,Run1_exact,007,5,2.0
H2O,Run1_exact,008,0,-2.2204460492503343e-16
H2O,Run1_exact,008,1,0.003909627998215592
H2O,Run1_exact,008,2,1.9999999999999944
H2O,Run1_exact,008,3,1.9999999999999953
H2O,Run1_exact,008,4,1.9999999999999967
H2O,Run1_exact,008,5,1.9999999999999976
H2O,Run1_exact,009,0,-2.531244850738112e-31
H2O,Run1_exact,009,1,0.0038871527051811405
H2O,Run1_exact,009,2,1.999999999999995
H2O,Run1_exact,009,3,1.9999999999999971
H2O,Run1_exact,009,4,1.999999999999999
H2O,Run1_exact,009,5,2.000000000000001
H2O,Run1_exact,010,0,-1.0624302381787517e-16
H2O,Run1_exact,010,1,0.00386313600853594
H2O,Run1_exact,010,2,1.9999999999999987
H2O,Run1_exact,010,3,1.9999999999999991
H2O,Run1_exact,010,4,2.000000000000001
H2O,Run1_exact,010,5,2.0000000000000027
H2O,Run1_exact,011,0,-4.440892098500694e-16
H2O,Run1_exact,011,1,0.0038376505767190316
H2O,Run1_exact,011,2,1.9999999999999973
H2O,Run1_exact,011,3,2.000000000000001
H2O,Run1_exact,011,4,2.0000000000000018
H2O,Run1_exact,011,5,2.0000000000000058
H2O,Run1_exact,012,0,2.2204460492502137e-16
H2O,Run1_exact,012,1,0.0038107680429149138
H2O,Run1_exact,012,2,1.999999999999992
H2O,Run1_exact,012,3,1.9999999999999967
H2O,Run1_exact,012,4,1.9999999999999982
H2O,Run1_exact,012,5,2.000000000000003
H2O,Run1_exact,013,0,-5.0024472019605115e-79
H2O,Run1_exact,013,1,0.003782558937976269
H2O,Run1_exact,013,2,1.9999999999999973
H2O,Run1_exact,013,3,2.000000000000001
H2O,Run1_exact,013,4,2.0000000000000018
H2O,Run1_exact,013,5,2.000000000000004
H2O,Run1_exact,014,0,-6.9383609923504035e-31
H2O,Run1_exact,014,1,0.0037530926290474387
H2O,Run1_exact,014,2,1.9999999999999947
H2O,Run1_exact,014,3,1.9999999999999993
H2O,Run1_exact,014,4,2.0000000000000018
H2O,Run1_exact,014,5,2.0000000000000027
H2O,Run1_exact,015,0,-8.413180691562218e-32
H2O,Run1_exact,015,1,0.003722437263708578
H2O,Run1_exact,015,2,1.9999999999999933
H2O,Run1_exact,015,3,1.9999999999999964
H2O,Run1_exact,015,4,1.9999999999999973
H2O,Run1_exact,015,5,2.0000000000000013
H2O,Run1_exact,016,0,4.4408920985006247e-16
H2O,Run1_exact,016,1,0.003690659719455036
H2O,Run1_exact,016,2,1.9999999999999951
H2O,Run1_exact,016,3,1.999999999999997
H2O,Run1_exact,016,4,1.999999999999998
H2O,Run1_exact,016,5,2.000000000000005
H2O,Run1_exact,017,0,-2.2204460492503486e-16
H2O,Run1_exact,017,1,0.0036578255583401553
H2O,Run1_exact,017,2,1.9999999999999973
H2O,Run1_exact,017,3,2.000000000000001
H2O,Run1_exact,017,4,2.000000000000002
H2O,Run1_exact,017,5,2.000000000000003
H2O,Run1_exact,018,0,-2.2204460492503185e-16
H2O,Run1_exact,018,1,0.0036239989865760602
H2O,Run1_exact,018,2,1.9999999999999964
H2O,Run1_exact,018,3,1.9999999999999971
H2O,Run1_exact,018,4,2.000000000000002
H2O,Run1_exact,018,5,2.0000000000000053
H2O,Run1_exact,019,0,-2.220446049250313e-16
H2O,Run1_exact,019,1,0.0035892428188781145
H2O,Run1_exact,019,2,1.9999999999999971
H2O,Run1_exact,019,3,1.9999999999999976
H2O,Run1_exact,019,4,2.0
H2O,Run1_exact,019,5,2.0000000000000044
H2O,Run1_exact,020,0,-3.673624708139219e-30
H2O,Run1_exact,020,1,0.003553618447362128
H2O,Run1_exact,020,2,1.9999999999999958
H2O,Run1_exact,020,3,1.9999999999999998
H2O,Run1_exact,020,4,2.0000000000000004
H2O,Run1_exact,020,5,2.0000000000000013
H2O,Run1_exact,021,0,-2.005753490627968e-31
H2O,Run1_exact,021,1,0.0035171858147642343
H2O,Run1_exact,021,2,1.9999999999999976
H2O,Run1_exact,021,3,2.0000000000000004
H2O,Run1_exact,021,4,2.000000000000002
H2O,Run1_exact,021,5,2.0000000000000036
H2O,Run1_exact,022,0,-8.977324179231608e-55
H2O,Run1_exact,022,1,0.003480003391774913
H2O,Run1_exact,022,2,1.9999999999999971
H2O,Run1_exact,022,3,2.0000000000000004
H2O,Run1_exact,022,4,2.0000000000000027
H2O,Run1_exact,022,5,2.000000000000005
H2O,Run1_exact,023,0,-3.753446102642324e-30
H2O,Run1_exact,023,1,0.003442128158297253
H2O,Run1_exact,023,2,1.9999999999999962
H2O,Run1_exact,023,3,2.0000000000000004
H2O,Run1_exact,023,4,2.0000000000000018
H2O,Run1_exact,023,5,2.0000000000000027
H2O,Run1_exact,024,0,-4.440892098500626e-16
H2O,Run1_exact,024,1,0.003403615588339015
H2O,Run1_exact,024,2,1.9999999999999964
H2O,Run1_exact,024,3,1.9999999999999998
H2O,Run1_exact,024,4,2.0000000000000027
H2O,Run1_exact,024,5,2.000000000000005
H2O,Run1_exact,025,0,-4.440892098500762e-16
H2O,Run1_exact,025,1,0.0033645196384632925
H2O,Run1_exact,025,2,1.9999999999999998
H2O,Run1_exact,025,3,2.0000000000000013
H2O,Run1_exact,025,4,2.000000000000003
H2O,Run1_exact,025,5,2.000000000000006
H2O,Run1_exact,026,0,4.4408920985006163e-16
H2O,Run1_exact,026,1,0.0033248927394573524
H2O,Run1_exact,026,2,1.9999999999999984
H2O,Run1_exact,026,3,1.9999999999999996
H2O,Run1_exact,026,4,2.0000000000000013
H2O,Run1_exact,026,5,2.000000000000004
H2O,Run1_exact,027,0,-4.440892098500626e-16
H2O,Run1_exact,027,1,0.0032847857911078027
H2O,Run1_exact,027,2,1.9999999999999993
H2O,Run1_exact,027,3,2.0
H2O,Run1_exact,027,4,2.000000000000002
H2O,Run1_exact,027,5,2.000000000000005
H2O,Run1_exact,028,0,-2.4975572763296795e-16
H2O,Run1_exact,028,1,0.0032442481598662825
H2O,Run1_exact,028,2,1.9999999999999942
H2O,Run1_exact,028,3,1.9999999999999987
H2O,Run1_exact,028,4,2.000000000000004
H2O,Run1_exact,028,5,2.000000000000008
H2O,Run1_exact,029,0,-2.220446049250397e-16
H2O,Run1_exact,029,1,0.0032033276792082788
H2O,Run1_exact,029,2,1.9999999999999956
H2O,Run1_exact,029,3,1.9999999999999993
H2O,Run1_exact,029,4,2.0000000000000004
H2O,Run1_exact,029,5,2.0000000000000018
H2O,Run1_exact,030,0,-4.440892098500634e-16
H2O,Run1_exact,030,1,0.0031620706525639086
H2O,Run1_exact,030,2,1.999999999999995
H2O,Run1_exact,030,3,2.0000000000000013
H2O,Run1_exact,030,4,2.0000000000000013
H2O,Run1_exact,030,5,2.0000000000000067
NH3,Run1_exact,001,0,-6.300685007122478e-16
NH3,Run1_exact,001,1,1.859792908621852e-16
NH3,Run1_exact,001,2,0.007184817883627348
NH3,Run1_exact,001,3,1.999999999999997
NH3,Run1_exact,001,4,1.9999999999999982
NH3,Run1_exact,001,5,2.000000000000002
NH3,Run1_exact,001,6,2.0000000000000058
NH3,Run1_exact,002,0,-1.3626926139654926e-17
NH3,Run1_exact,002,1,1.3626926139654926e-17
NH3,Run1_exact,002,2,0.007220064682645244
NH3,Run1_exact,002,3,1.999999999999997
NH3,Run1_exact,002,4,1.9999999999999991
NH3,Run1_exact,002,5,2.0000000000000027
NH3,Run1_exact,002,6,2.0000000000000075
NH3,Run1_exact,003,0,-5.625788467681443e-16
NH3,Run1_exact,003,1,-1.035549680069496e-16
NH3,Run1_exact,003,2,0.007252215957005204
NH3,Run1_exact,003,3,1.9999999999999973
NH3,Run1_exact,003,4,1.9999999999999996
NH3,Run1_exact,003,5,2.000000000000001
NH3,Run1_exact,003,6,2.000000000000006
NH3,Run1_exact,004,0,-2.3347718799252187e-16
NH3,Run1_exact,004,1,1.1432583067490547e-17
NH3,Run1_exact,004,2,0.007281301160123821
NH3,Run1_exact,004,3,1.9999999999999922
NH3,Run1_exact,004,4,1.9999999999999947
NH3,Run1_exact,004,5,1.9999999999999978
NH3,Run1_exact,004,6,2.000000000000003
NH3,Run1_exact,005,0,-1.5812535816251802e-16
NH3,Run1_exact,005,1,1.5812535816251802e-16
NH3,Run1_exact,005,2,0.007307351757152247
NH3,Run1_exact,005,3,1.9999999999999991
NH3,Run1_exact,005,4,2.0000000000000004
NH3,Run1_exact,005,5,2.0000000000000027
NH3,Run1_exact,005,6,2.000000000000004
NH3,Run1_exact,006,0,1.9752680395784146e-16
NH3,Run1_exact,006,1,6.906516157422838e-16
NH3,Run1_exact,006,2,0.007330401144306942
NH3,Run1_exact,006,3,1.9999999999999916
NH3,Run1_exact,006,4,1.999999999999997
