molecule,geometry_id,split,scan_coordinate_A,column_index,raw_eigenvalue,E_corr_Ha
H2O,009,train,-0.0505328935177497,1,0.0038871527051811405,-0.04787355037565533
H2O,010,test,-0.042758602207326635,1,0.00386313600853594,-0.04883572654340185
H2O,011,train,-0.03498431089690368,1,0.0038376505767190316,-0.04981478374466519
H2O,012,test,-0.027210019586480616,1,0.0038107680429149138,-0.05081093904078671
H2O,013,train,-0.01943572827605755,1,0.003782558937976269,-0.05182440570420965
H2O,014,test,-0.011661436965634486,1,0.0037530926290474387,-0.05285539302984432
H2O,015,train,-0.0038871456552115324,1,0.003722437263708578,-0.05390410615287067
H2O,016,test,0.0038871456552115324,1,0.003690659719455036,-0.05497074587819384
H2O,017,train,0.011661436965634486,1,0.0036578255583401553,-0.05605550851936414
H2O,018,test,0.01943572827605755,1,0.0036239989865760602,-0.05715858574947674
H2O,019,train,0.027210019586480616,1,0.0035892428188781145,-0.05828016446548645
H2O,020,test,0.03498431089690368,1,0.003553618447362128,-0.059420426665369064
H2O,021,train,0.042758602207326524,1,0.0035171858147642343,-0.06057954933996257
H2O,022,test,0.05053289351774959,1,0.003480003391774913,-0.061757704379857614
H2O,023,train,0.05830718482817265,1,0.003442128158297253,-0.06295505849804783
H2O,024,test,0.06608147613859572,1,0.003403615588339015,-0.06417177316798472
H2O,025,train,0.07385576744901878,1,0.0033645196384632925,-0.06540800457921137
H2O,026,test,0.08163005875944185,1,0.0033248927394573524,-0.06666390360899754
H2O,027,train,0.08940435006986491,1,0.0032847857911078027,-0.06793961581040264
H2O,028,test,0.09717864138028776,1,0.0032442481598662825,-0.06923528141805946
H2O,029,train,0.10495293269071082,1,0.0032033276792082788,-0.07055103536997365
H2O,030,test,0.11272722400113389,1,0.0031620706525639086,-0.07188700734552356
NH3,001,train,-0.09487706449101341,2,0.007184817883627348,-0.05574289985659675
NH3,002,test,-0.08833381866404699,2,0.007220064682645244,-0.05657036546671179
NH3,003,train,-0.08179057283708047,2,0.007252215957005204,-0.05740931543864036
NH3,004,test,-0.07524732701011405,2,0.007281301160123821,-0.0582599420145371
NH3,005,train,-0.06870408118314764,2,0.007307351757152247,-0.05912243963796726
NH3,006,test,-0.06216083535618122,2,0.007330401144306942,-0.0599970048871441
NH3,007,train,-0.055617589529214695,2,0.007350484569515592,-0.06088383640691575
NH3,008,test,-0.04907434370224828,2,0.007367639054254749,-0.06178313483612641
NH3,009,train,-0.042531097875281865,2,0.007381903316602756,-0.0626951027360576
NH3,010,test,-0.03598785204831545,2,0.007393317695282509,-0.06361994451391695
NH3,011,train,-0.029444606221348923,2,0.007401924074747601,-0.06455786634575134
NH3,012,test,-0.022901360394382397,2,0.007407765811256743,-0.06550907609609169
NH3,013,train,-0.016358114567416093,2,0.007410887659808685,-0.06647378323678055
NH3,014,test,-0.009814868740449567,2,0.0074113357019898185,-0.06745219876201958
NH3,015,train,-0.003271622913483263,2,0.007409157274667955,-0.06844453510234416
NH3,016,test,0.003271622913483263,2,0.007404400899493124,-0.0694510060353366
NH3,017,train,0.00981486874044979,2,0.007397116213197869,-0.07047182659366058
NH3,018,test,0.016358114567416093,2,0.00738735389866485,-0.07150721297093554
NH3,019,train,0.02290136039438262,2,0.007375165616740145,-0.07255738242397314
NH3,020,test,0.029444606221349146,2,0.007360603938792787,-0.0736225531718091
NH3,021,train,0.03598785204831545,2,0.00734372227998592,-0.07470294429217006
NH3,022,test,0.042531097875281976,2,0.007324574833251329,-0.07579877561300208
NH3,023,train,0.0490743437022485,2,0.007303216503959931,-0.0769102676000486
NH3,024,test,0.055617589529214806,2,0.007279702845280234,-0.07803764124281543
NH3,025,train,0.06216083535618133,2,0.007254089994207069,-0.07918111793286897
NH3,026,test,0.06870408118314764,2,0.0072264346082639985,-0.08034091933973286
NH3,027,train,0.07524732701011416,2,0.0071967938028734135,-0.08151726728107889
NH3,028,test,0.08179057283708069,2,0.007165225089388487,-0.08271038358824967
NH3,029,train,0.08833381866404699,2,0.0071317863137956294,-0.08392048996674362
NH3,030,test,0.09487706449101352,2,0.0070965355960947996,-0.08514780785125708
N2,001,train,-0.07355392064141952,2,0.004713738862327288,-0.14576399471383183
N2,002,test,-0.06848123645925264,2,0.0047803282057699015,-0.1472053430315583
N2,003,train,-0.06340855227708575,2,0.0048447537178069044,-0.14865722580971408
N2,004,test,-0.058335868094918863,2,0.0049069948485358506,-0.15011964813827205
N2,005,train,-0.05326318391275198,2,0.004967034448213115,-0.1515926136594743
N2,006,test,-0.04819049973058531,2,0.00502485865922031,-0.15307612461585052
N2,007,train,-0.043117815548418426,2,0.005080456807007971,-0.15457018189991345
N2,008,test,-0.03804513136625154,2,0.0051338212903095926,-0.15607478510185047
N2,009,train,-0.03297244718408465,2,0.005184947470875834,-0.15758993255796838
N2,010,test,-0.027899763001917766,2,0.005233833563027757,-0.15911562139842772
N2,011,train,-0.02282707881975088,2,0.005280480523228714,-0.16065184759547435
N2,012,test,-0.017754394637583992,2,0.005324891939938681,-0.16219860601060532
N2,013,train,-0.012681710455417106,2,0.005367073923943311,-0.16375589044353944
N2,014,test,-0.007609026273250219,2,0.005407034999361793,-0.1653236936792979
N2,015,train,-0.0025363420910833323,2,0.005444785995532151,-0.1669020075367058
N2,016,test,0.0025363420910835544,2,0.0054803399399054875,-0.1684908229173061
N2,017,train,0.007609026273250219,2,0.00551371195217909,-0.17009012985452898
N2,018,test,0.012681710455417106,2,0.005544919139746307,-0.17169991756198044
N2,019,train,0.017754394637583992,2,0.00557398049463953,-0.17332017448407555
N2,020,test,0.02282707881975088,2,0.005600916792064314,-0.17495088834618855
N2,021,train,0.027899763001917766,2,0.00562575049066627,-0.1765920462048598
N2,022,test,0.03297244718408465,2,0.005648505634598733,-0.1782436344997791
N2,023,train,0.03804513136625154,2,0.005669207757510897,-0.17990563910552737
N2,024,test,0.043117815548418426,2,0.005687883788511483,-0.1815780453841711
N2,025,train,0.04819049973058531,2,0.005704561960208521,-0.18326083823849615
N2,026,test,0.05326318391275198,2,0.0057192717188609965,-0.18495400216610847
N2,027,train,0.058335868094918863,2,0.005732043636718953,-0.1866575213139896
N2,028,test,0.06340855227708575,2,0.005742909326587942,-0.18837137953410377
N2,029,train,0.06848123645925264,2,0.005751901358652001,-0.19009556043829434
N2,030,test,0.07355392064141952,2,0.005759053179615448,-0.19183004745673315
CO,001,train,-0.07738247822838762,2,0.0051950521266224126,-0.12587041551469724
CO,002,test,-0.07204575559194715,2,0.0052692990386140615,-0.1269615330613476
CO,003,train,-0.06670903295550668,2,0.005341192369880954,-0.12805846083674055
CO,004,test,-0.06137231031906598,2,0.005410702749537588,-0.12916120011911403
CO,005,train,-0.05603558768262551,2,0.005477805094311616,-0.1302697503673329
CO,006,test,-0.05069886504618504,2,0.005542478460770717,-0.13138410921111188
CO,007,train,-0.045362142409744566,2,0.0056047058966917085,-0.13250427244166474
CO,008,test,-0.04002541977330387,2,0.005664474292017108,-0.13363023400023621
CO,009,train,-0.0346886971368634,2,0.00572177422981035,-0.13476198596811173
CO,010,test,-0.029351974500422928,2,0.005776599837575613,-0.13589951855446714
CO,011,train,-0.024015251863982456,2,0.005828948639312603,-0.1370428200842042
CO,012,test,-0.018678529227541762,2,0.005878821408611179,-0.1381918769862409
CO,013,train,-0.01334180659110129,2,0.005926222023094896,-0.13934667378036636
CO,014,test,-0.008005083954660819,2,0.005971157320479259,-0.14050719306236203
CO,015,train,-0.002668361318220347,2,0.006013636956487822,-0.14167341549283208
CO,016,test,0.002668361318220347,2,0.006053673264853732,-0.14284531978132975
CO,017,train,0.008005083954660819,2,0.006091281119598542,-0.14402288267240237
CO,018,test,0.01334180659110129,2,0.006126477799770491,-0.14520607893065574
CO,019,train,0.018678529227541762,2,0.006159282856794235,-0.14639488132579004
CO,020,test,0.024015251863982456,2,0.006189717984573795,-0.14758926061655586
CO,021,train,0.029351974500422928,2,0.006217806892457212,-0.14878918553530696
CO,022,test,0.0346886971368634,2,0.006243575181166916,-0.1499946227718567
CO,023,train,0.04002541977330387,2,0.006267050221792747,-0.15120553695632566
CO,024,test,0.045362142409744566,2,0.006288261037891152,-0.15242189064173317
CO,025,train,0.05069886504618504,2,0.006307238190766951,-0.15364364428786814
CO,026,test,0.05603558768262551,2,0.006324013667967643,-0.15487075624196223
CO,027,train,0.06137231031906598,2,0.006338620775023118,-0.15610318272048573
CO,028,test,0.06670903295550668,2,0.006351094030444759,-0.1573408777897214
CO,029,train,0.07204575559194715,2,0.006361469064001403,-0.1585837933463239
CO,030,test,0.07738247822838762,2,0.006369782518254485,-0.15983187909537833
HF,001,train,-0.15367174522172344,0,0.001880248800040608,-0.01816311298101425
HF,002,test,-0.14307369382712187,0,0.0018605745609313242,-0.018781068268069134
HF,003,train,-0.1324756424325202,0,0.0018398121616351,-0.01941559909722912
HF,004,test,-0.12187759103791862,0,0.0018180592300044529,-0.020067049952999128
HF,005,train,-0.11127953964331694,0,0.0017954076072636046,-0.020735761601116565
HF,006,test,-0.10068148824871537,0,0.0017719436599211286,-0.02142207089433157
HF,007,train,-0.0900834368541138,0,0.0017477485896614214,-0.022126310517307957
HF,008,test,-0.07948538545951211,0,0.001722898737385051,-0.022848808673415988
HF,009,train,-0.06888733406491054,0,0.0016974658784210666,-0.023589888715946472
HF,010,test,-0.05828928267030886,0,0.0016715175065984452,-0.024349868733011704
HF,011,train,-0.04769123127570729,0,0.0016451171054747082,-0.025129061092485472
HF,012,test,-0.03709317988110572,0,0.0016183244054966094,-0.025927771956787637
HF,013,train,-0.026495128486504038,0,0.0015911956263334904,-0.02674630077622453
HF,014,test,-0.015897077091902467,0,0.0015637837039102315,-0.027584939773845463
HF,015,train,-0.005299025697300785,0,0.001536138502030513,-0.028443973429901348
HF,016,test,0.005299025697300785,0,0.0015083070086762025,-0.0293236779783399
HF,017,train,0.015897077091902356,0,0.0014803335173035179,-0.030224320924801873
HF,018,test,0.026495128486504038,0,0.0014522597935875767,-0.03114616059559694
HF,019,train,0.03709317988110561,0,0.0014241252282347972,-0.03208944572676842
HF,020,test,0.04769123127570729,0,0.0013959669765400157,-0.033054415099101675
HF,021,train,0.05828928267030886,0,0.001367820085491168,-0.034041297227332734
HF,022,test,0.06888733406491043,0,0.0013397176092249297,-0.03505031010608661
HF,023,train,0.07948538545951223,0,0.0013116907137171836,-0.036081661016368116
HF,024,test,0.0900834368541138,0,0.00128376877157219,-0.03713554639364247
HF,025,train,0.10068148824871537,0,0.0012559794478142928,-0.03821215175675263
HF,026,test,0.11127953964331694,0,0.0012283487775372505,-0.039311651696010586
HF,027,train,0.12187759103791851,0,0.001200901236274724,-0.040434209915915176
HF,028,test,0.1324756424325203,0,0.001173659803908152,-0.0415799793279632
HF,029,train,0.14307369382712187,0,0.0011466460229007957,-0.042749102186036225
HF,030,test,0.15367174522172344,0,0.0011198800515978696,-0.043941710256973465
H2O2,001,train,-0.08962289109002786,1,0.0019792168352304827,-0.09653241719337302
H2O2,002,test,-0.08344200204933627,1,0.00198069882733523,-0.09713189128859767
H2O2,003,train,-0.07726111300864469,1,0.001982121005283661,-0.09774170321637143
H2O2,004,test,-0.0710802239679531,1,0.00198348614971663,-0.09836187760296866
H2O2,005,train,-0.06489933492726152,1,0.0019847969263087632,-0.09899244051399592
H2O2,006,test,-0.05871844588656994,1,0.0019860558879598988,-0.0996334193470716
H2O2,007,train,-0.05253755684587835,1,0.0019872654771084164,-0.10028484272402238
H2O2,008,test,-0.04635666780518677,1,0.001988428028133242,-0.10094674038205653
H2O2,009,train,-0.040175778764495185,1,0.001989545769844488,-0.10161914306453923
H2O2,010,test,-0.0339948897238036,1,0.0019906208280462477,-0.10230208241446803
H2O2,011,train,-0.027814000683112017,1,0.001991655228162084,-0.10299559086175236
H2O2,012,test,-0.021633111642420433,1,0.0019926508979088912,-0.10369970151435837
H2O2,013,train,-0.015452222601728849,1,0.0019936096700167907,-0.10441444804314415
H2O2,014,test,-0.009271333561037265,1,0.0019945332849780036,-0.10513986456894031
H2O2,015,train,-0.003090444520345903,1,0.0019954233938172033,-0.10587598554315036
H2O2,016,test,0.003090444520345903,1,0.0019962815608782452,-0.10662284562897639
H2O2,017,train,0.009271333561037265,1,0.001997109266616049,-0.10738047957821095
H2O2,018,test,0.015452222601728849,1,0.001997907910388704,-0.10814892210618154
H2O2,019,train,0.021633111642420433,1,0.0019986788132449924,-0.10892820776280132
H2O2,020,test,0.027814000683112017,1,0.001999423220691342,-0.10971837080015234
H2O2,021,train,0.0339948897238036,1,0.002000142305445965,-0.11051944503813615
H2O2,022,test,0.040175778764495185,1,0.0020008371701620885,-0.11133146372529268
H2O2,023,train,0.04635666780518677,1,0.0020015088501322,-0.11215445939839697
H2O2,024,test,0.05253755684587835,1,0.002002158315943554,-0.11298846373469473
H2O2,025,train,0.05871844588656994,1,0.002002786476108136,-0.11383350740749165
H2O2,026,test,0.06489933492726152,1,0.0020033941796446697,-0.11468961993111293
H2O2,027,train,0.0710802239679531,1,0.002003982218618681,-0.11555682950842083
H2O2,028,test,0.07726111300864469,1,0.002004551330631761,-0.11643516287253419
H2O2,029,train,0.08344200204933627,1,0.0020051022012640826,-0.11732464512778051
H2O2,030,test,0.08962289109002786,1,0.0020056354664610395,-0.11822529958499217
H2O2,001,train,-0.08962289109002786,2,0.005651878323750931,-0.09653241719337302
H2O2,002,test,-0.08344200204933627,2,0.005601600109593584,-0.09713189128859767
H2O2,003,train,-0.07726111300864469,2,0.005551295085199837,-0.09774170321637143
H2O2,004,test,-0.0710802239679531,2,0.005500999014256532,-0.09836187760296866
H2O2,005,train,-0.06489933492726152,2,0.005450745844945863,-0.09899244051399592
H2O2,006,test,-0.05871844588656994,2,0.00540056776097087,-0.0996334193470716
H2O2,007,train,-0.05253755684587835,2,0.0053504952333140125,-0.10028484272402238
H2O2,008,test,-0.04635666780518677,2,0.005300557072489927,-0.10094674038205653
H2O2,009,train,-0.040175778764495185,2,0.0052507804811239055,-0.10161914306453923
H2O2,010,test,-0.0339948897238036,2,0.005201191106667268,-0.10230208241446803
H2O2,011,train,-0.027814000683112017,2,0.005151813094113316,-0.10299559086175236
H2O2,012,test,-0.021633111642420433,2,0.005102669138526889,-0.10369970151435837
H2O2,013,train,-0.015452222601728849,2,0.005053780537297553,-0.10441444804314415
H2O2,014,test,-0.009271333561037265,2,0.005005167241941835,-0.10513986456894031
H2O2,015,train,-0.003090444520345903,2,0.004956847909376424,-0.10587598554315036
H2O2,016,test,0.003090444520345903,2,0.0049088399525433705,-0.10662284562897639
H2O2,017,train,0.009271333561037265,2,0.004861159590297656,-0.10738047957821095
H2O2,018,test,0.015452222601728849,2,0.004813821896472687,-0.10814892210618154
H2O2,019,train,0.021633111642420433,2,0.004766840848049944,-0.10892820776280132
H2O2,020,test,0.027814000683112017,2,0.004720229372362143,-0.10971837080015234
H2O2,021,train,0.0339948897238036,2,0.004673999393285276,-0.11051944503813615
H2O2,022,test,0.040175778764495185,2,0.004628161876356884,-0.11133146372529268
H2O2,023,train,0.04635666780518677,2,0.0045827268727818326,-0.11215445939839697
H2O2,024,test,0.05253755684587835,2,0.004537703562288556,-0.11298846373469473
H2O2,025,train,0.05871844588656994,2,0.0044931002948178965,-0.11383350740749165
H2O2,026,test,0.06489933492726152,2,0.004448924631004706,-0.11468961993111293
H2O2,027,train,0.0710802239679531,2,0.004405183381445516,-0.11555682950842083
H2O2,028,test,0.07726111300864469,2,0.004361882644733253,-0.11643516287253419
H2O2,029,train,0.08344200204933627,2,0.0043190278442556615,-0.11732464512778051
H2O2,030,test,0.08962289109002786,2,0.004276623763758443,-0.11822529958499217
